month,health_board,age_group,simd_quintile,presentations
2021-06,NHS Dumfries and Galloway,26-35,3,56
2021-06,NHS Dumfries and Galloway,26-35,4,30
2021-06,NHS Dumfries and Galloway,26-35,5,25
2021-06,NHS Dumfries and Galloway,36-45,1,68
2021-06,NHS Dumfries and Galloway,36-45,2,46
2021-06,NHS Dumfries and Galloway,36-45,3,36
2021-06,NHS Dumfries and Galloway,36-45,4,17
2021-06,NHS Dumfries and Galloway,36-45,5,14
2021-06,NHS Dumfries and Galloway,46-55,1,56
2021-06,NHS Dumfries and Galloway,46-55,2,47
2021-06,NHS Dumfries and Galloway,46-55,3,35
2021-06,NHS Dumfries and Galloway,46-55,4,31
2021-06,NHS Dumfries and Galloway,46-55,5,18
2021-06,NHS Dumfries and Galloway,56-65,1,47
2021-06,NHS Dumfries and Galloway,56-65,2,28
2021-06,NHS Dumfries and Galloway,56-65,3,17
2021-06,NHS Dumfries and Galloway,56-65,4,13
2021-06,NHS Dumfries and Galloway,56-65,5,7
2021-06,NHS Dumfries and Galloway,66-75,1,16
2021-06,NHS Dumfries and Galloway,66-75,2,16
2021-06,NHS Dumfries and Galloway,66-75,3,8
2021-06,NHS Dumfries and Galloway,66-75,4,6
2021-06,NHS Dumfries and Galloway,66-75,5,5
2021-06,NHS Dumfries and Galloway,76+,1,7
2021-06,NHS Dumfries and Galloway,76+,2,7
2021-06,NHS Dumfries and Galloway,76+,3,2
2021-06,NHS Dumfries and Galloway,76+,4,1
2021-06,NHS Dumfries and Galloway,76+,5,1
2021-06,NHS Fife,0-17,1,52
2021-06,NHS Fife,0-17,2,31
2021-06,NHS Fife,0-17,3,37
2021-06,NHS Fife,0-17,4,18
2021-06,NHS Fife,0-17,5,14
2021-06,NHS Fife,18-25,1,173
2021-06,NHS Fife,18-25,2,136
2021-06,NHS Fife,18-25,3,101
2021-06,NHS Fife,18-25,4,63
2021-06,NHS Fife,18-25,5,43
2021-06,NHS Fife,26-35,1,125
2021-06,NHS Fife,26-35,2,98
2021-06,NHS Fife,26-35,3,94
2021-06,NHS Fife,26-35,4,60
2021-06,NHS Fife,26-35,5,30
2021-06,NHS Fife,36-45,1,108
2021-06,NHS Fife,36-45,2,74
2021-06,NHS Fife,36-45,3,54
2021-06,NHS Fife,36-45,4,41
2021-06,NHS Fife,36-45,5,25
2021-06,NHS Fife,46-55,1,100
2021-06,NHS Fife,46-55,2,86
2021-06,NHS Fife,46-55,3,53
2021-06,NHS Fife,46-55,4,37
2021-06,NHS Fife,46-55,5,33
2021-06,NHS Fife,56-65,1,76
2021-06,NHS Fife,56-65,2,45
2021-06,NHS Fife,56-65,3,36
2021-06,NHS Fife,56-65,4,29
2021-06,NHS Fife,56-65,5,19
2021-06,NHS Fife,66-75,1,36
2021-06,NHS Fife,66-75,2,28
2021-06,NHS Fife,66-75,3,22
2021-06,NHS Fife,66-75,4,18
2021-06,NHS Fife,66-75,5,9
2021-06,NHS Fife,76+,1,19
2021-06,NHS Fife,76+,2,11
2021-06,NHS Fife,76+,3,6
2021-06,NHS Fife,76+,4,7
2021-06,NHS Fife,76+,5,2
2021-06,NHS Forth Valley,0-17,1,41
2021-06,NHS Forth Valley,0-17,2,33
2021-06,NHS Forth Valley,0-17,3,34
2021-06,NHS Forth Valley,0-17,4,12
2021-06,NHS Forth Valley,0-17,5,9
2021-06,NHS Forth Valley,18-25,1,134
2021-06,NHS Forth Valley,18-25,2,100
2021-06,NHS Forth Valley,18-25,3,86
2021-06,NHS Forth Valley,18-25,4,45
2021-06,NHS Forth Valley,18-25,5,37
2021-06,NHS Forth Valley,26-35,1,114
2021-06,NHS Forth Valley,26-35,2,62
2021-06,NHS Forth Valley,26-35,3,59
2021-06,NHS Forth Valley,26-35,4,35
2021-06,NHS Forth Valley,26-35,5,16
2021-06,NHS Forth Valley,36-45,1,84
2021-06,NHS Forth Valley,36-45,2,71
2021-06,NHS Forth Valley,36-45,3,69
2021-06,NHS Forth Valley,36-45,4,26
2021-06,NHS Forth Valley,36-45,5,20
2021-06,NHS Forth Valley,46-55,1,82
2021-06,NHS Forth Valley,46-55,2,61
2021-06,NHS Forth Valley,46-55,3,48
2021-06,NHS Forth Valley,46-55,4,19
2021-06,NHS Forth Valley,46-55,5,23
2021-06,NHS Forth Valley,56-65,1,57
2021-06,NHS Forth Valley,56-65,2,45
2021-06,NHS Forth Valley,56-65,3,42
2021-06,NHS Forth Valley,56-65,4,14
2021-06,NHS Forth Valley,56-65,5,22
2021-06,NHS Forth Valley,66-75,1,28
2021-06,NHS Forth Valley,66-75,2,25
2021-06,NHS Forth Valley,66-75,3,20
2021-06,NHS Forth Valley,66-75,4,9
2021-06,NHS Forth Valley,66-75,5,4
2021-06,NHS Forth Valley,76+,1,10
2021-06,NHS Forth Valley,76+,2,6
2021-06,NHS Forth Valley,76+,3,10
2021-06,NHS Forth Valley,76+,4,4
2021-06,NHS Forth Valley,76+,5,2
2021-06,NHS Grampian,0-17,1,74
2021-06,NHS Grampian,0-17,2,51
2021-06,NHS Grampian,0-17,3,42
2021-06,NHS Grampian,0-17,4,15
2021-06,NHS Grampian,0-17,5,16
2021-06,NHS Grampian,18-25,1,225
2021-06,NHS Grampian,18-25,2,182
2021-06,NHS Grampian,18-25,3,122
2021-06,NHS Grampian,18-25,4,73
2021-06,NHS Grampian,18-25,5,52
2021-06,NHS Grampian,26-35,1,203
2021-06,NHS Grampian,26-35,2,134
2021-06,NHS Grampian,26-35,3,105
2021-06,NHS Grampian,26-35,4,70
2021-06,NHS Grampian,26-35,5,44
2021-06,NHS Grampian,36-45,1,118
2021-06,NHS Grampian,36-45,2,115
2021-06,NHS Grampian,36-45,3,78
2021-06,NHS Grampian,36-45,4,45
2021-06,NHS Grampian,36-45,5,34
2021-06,NHS Grampian,46-55,1,130
2021-06,NHS Grampian,46-55,2,106
2021-06,NHS Grampian,46-55,3,81
2021-06,NHS Grampian,46-55,4,49
2021-06,NHS Grampian,46-55,5,27
2021-06,NHS Grampian,56-65,1,82
2021-06,NHS Grampian,56-65,2,68
2021-06,NHS Grampian,56-65,3,57
2021-06,NHS Grampian,56-65,4,30
2021-06,NHS Grampian,56-65,5,20
2021-06,NHS Grampian,66-75,1,39
2021-06,NHS Grampian,66-75,2,37
2021-06,NHS Grampian,66-75,3,21
2021-06,NHS Grampian,66-75,4,13
2021-06,NHS Grampian,66-75,5,6
2021-06,NHS Grampian,76+,1,26
2021-06,NHS Grampian,76+,2,11
2021-06,NHS Grampian,76+,3,5
2021-06,NHS Grampian,76+,4,4
2021-06,NHS Grampian,76+,5,3
2021-06,NHS Greater Glasgow and Clyde,0-17,1,145
2021-06,NHS Greater Glasgow and Clyde,0-17,2,111
2021-06,NHS Greater Glasgow and Clyde,0-17,3,98
2021-06,NHS Greater Glasgow and Clyde,0-17,4,52
2021-06,NHS Greater Glasgow and Clyde,0-17,5,29
2021-06,NHS Greater Glasgow and Clyde,18-25,1,427
2021-06,NHS Greater Glasgow and Clyde,18-25,2,315
2021-06,NHS Greater Glasgow and Clyde,18-25,3,237
2021-06,NHS Greater Glasgow and Clyde,18-25,4,158
2021-06,NHS Greater Glasgow and Clyde,18-25,5,98
2021-06,NHS Greater Glasgow and Clyde,26-35,1,365
2021-06,NHS Greater Glasgow and Clyde,26-35,2,254
2021-06,NHS Greater Glasgow and Clyde,26-35,3,234
2021-06,NHS Greater Glasgow and Clyde,26-35,4,118
2021-06,NHS Greater Glasgow and Clyde,26-35,5,72
2021-06,NHS Greater Glasgow and Clyde,36-45,1,278
2021-06,NHS Greater Glasgow and Clyde,36-45,2,188
2021-06,NHS Greater Glasgow and Clyde,36-45,3,163
2021-06,NHS Greater Glasgow and Clyde,36-45,4,105
2021-06,NHS Greater Glasgow and Clyde,36-45,5,52
2021-06,NHS Greater Glasgow and Clyde,46-55,1,259
2021-06,NHS Greater Glasgow and Clyde,46-55,2,200
2021-06,NHS Greater Glasgow and Clyde,46-55,3,165
2021-06,NHS Greater Glasgow and Clyde,46-55,4,78
2021-06,NHS Greater Glasgow and Clyde,46-55,5,51
2021-06,NHS Greater Glasgow and Clyde,56-65,1,177
2021-06,NHS Greater Glasgow and Clyde,56-65,2,99
2021-06,NHS Greater Glasgow and Clyde,56-65,3,105
2021-06,NHS Greater Glasgow and Clyde,56-65,4,70
2021-06,NHS Greater Glasgow and Clyde,56-65,5,58
2021-06,NHS Greater Glasgow and Clyde,66-75,1,98
2021-06,NHS Greater Glasgow and Clyde,66-75,2,65
2021-06,NHS Greater Glasgow and Clyde,66-75,3,45
2021-06,NHS Greater Glasgow and Clyde,66-75,4,31
2021-06,NHS Greater Glasgow and Clyde,66-75,5,31
2021-06,NHS Greater Glasgow and Clyde,76+,1,47
2021-06,NHS Greater Glasgow and Clyde,76+,2,23
2021-06,NHS Greater Glasgow and Clyde,76+,3,26
2021-06,NHS Greater Glasgow and Clyde,76+,4,13
2021-06,NHS Greater Glasgow and Clyde,76+,5,11
2021-06,NHS Highland,0-17,1,51
2021-06,NHS Highland,0-17,2,35
2021-06,NHS Highland,0-17,3,27
2021-06,NHS Highland,0-17,4,10
2021-06,NHS Highland,0-17,5,9
2021-06,NHS Highland,18-25,1,136
2021-06,NHS Highland,18-25,2,95
2021-06,NHS Highland,18-25,3,83
2021-06,NHS Highland,18-25,4,47
2021-06,NHS Highland,18-25,5,34
2021-06,NHS Highland,26-35,1,123
2021-06,NHS Highland,26-35,2,82
2021-06,NHS Highland,26-35,3,73
2021-06,NHS Highland,26-35,4,39
2021-06,NHS Highland,26-35,5,29
2021-06,NHS Highland,36-45,1,90
2021-06,NHS Highland,36-45,2,64
2021-06,NHS Highland,36-45,3,60
2021-06,NHS Highland,36-45,4,31
2021-06,NHS Highland,36-45,5,31
2021-06,NHS Highland,46-55,1,100
2021-06,NHS Highland,46-55,2,57
2021-06,NHS Highland,46-55,3,38
2021-06,NHS Highland,46-55,4,38
2021-06,NHS Highland,46-55,5,28
2021-06,NHS Highland,56-65,1,64
2021-06,NHS Highland,56-65,2,54
2021-06,NHS Highland,56-65,3,32
2021-06,NHS Highland,56-65,4,23
2021-06,NHS Highland,56-65,5,5
2021-06,NHS Highland,66-75,1,33
2021-06,NHS Highland,66-75,2,20
2021-06,NHS Highland,66-75,3,11
2021-06,NHS Highland,66-75,4,10
2021-06,NHS Highland,66-75,5,7
2021-06,NHS Highland,76+,1,14
2021-06,NHS Highland,76+,2,13
2021-06,NHS Highland,76+,3,7
2021-06,NHS Highland,76+,4,4
2021-06,NHS Highland,76+,5,3
2021-06,NHS Lanarkshire,0-17,1,97
2021-06,NHS Lanarkshire,0-17,2,63
2021-06,NHS Lanarkshire,0-17,3,53
2021-06,NHS Lanarkshire,0-17,4,26
2021-06,NHS Lanarkshire,0-17,5,18
2021-06,NHS Lanarkshire,18-25,1,268
2021-06,NHS Lanarkshire,18-25,2,196
2021-06,NHS Lanarkshire,18-25,3,176
2021-06,NHS Lanarkshire,18-25,4,82
2021-06,NHS Lanarkshire,18-25,5,49
2021-06,NHS Lanarkshire,26-35,1,202
2021-06,NHS Lanarkshire,26-35,2,164
2021-06,NHS Lanarkshire,26-35,3,128
2021-06,NHS Lanarkshire,26-35,4,70
2021-06,NHS Lanarkshire,26-35,5,53
2021-06,NHS Lanarkshire,36-45,1,178
2021-06,NHS Lanarkshire,36-45,2,107
2021-06,NHS Lanarkshire,36-45,3,97
2021-06,NHS Lanarkshire,36-45,4,62
2021-06,NHS Lanarkshire,36-45,5,35
2021-06,NHS Lanarkshire,46-55,1,172
2021-06,NHS Lanarkshire,46-55,2,107
2021-06,NHS Lanarkshire,46-55,3,77
2021-06,NHS Lanarkshire,46-55,4,47
2021-06,NHS Lanarkshire,46-55,5,28
2021-06,NHS Lanarkshire,56-65,1,113
2021-06,NHS Lanarkshire,56-65,2,76
2021-06,NHS Lanarkshire,56-65,3,51
2021-06,NHS Lanarkshire,56-65,4,38
2021-06,NHS Lanarkshire,56-65,5,21
2021-06,NHS Lanarkshire,66-75,1,53
2021-06,NHS Lanarkshire,66-75,2,38
2021-06,NHS Lanarkshire,66-75,3,31
2021-06,NHS Lanarkshire,66-75,4,24
2021-06,NHS Lanarkshire,66-75,5,11
2021-06,NHS Lanarkshire,76+,1,15
2021-06,NHS Lanarkshire,76+,2,25
2021-06,NHS Lanarkshire,76+,3,8
2021-06,NHS Lanarkshire,76+,4,2
2021-06,NHS Lanarkshire,76+,5,3
2021-06,NHS Lothian,0-17,1,118
2021-06,NHS Lothian,0-17,2,69
2021-06,NHS Lothian,0-17,3,66
2021-06,NHS Lothian,0-17,4,33
2021-06,NHS Lothian,0-17,5,22
2021-06,NHS Lothian,18-25,1,389
2021-06,NHS Lothian,18-25,2,252
2021-06,NHS Lothian,18-25,3,196
2021-06,NHS Lothian,18-25,4,116
2021-06,NHS Lothian,18-25,5,78
2021-06,NHS Lothian,26-35,1,295
2021-06,NHS Lothian,26-35,2,200
2021-06,NHS Lothian,26-35,3,141
2021-06,NHS Lothian,26-35,4,92
2021-06,NHS Lothian,26-35,5,52
2021-06,NHS Lothian,36-45,1,202
2021-06,NHS Lothian,36-45,2,146
2021-06,NHS Lothian,36-45,3,127
2021-06,NHS Lothian,36-45,4,73
2021-06,NHS Lothian,36-45,5,42
2021-06,NHS Lothian,46-55,1,213
2021-06,NHS Lothian,46-55,2,173
2021-06,NHS Lothian,46-55,3,120
2021-06,NHS Lothian,46-55,4,60
2021-06,NHS Lothian,46-55,5,51
2021-06,NHS Lothian,56-65,1,157
2021-06,NHS Lothian,56-65,2,101
2021-06,NHS Lothian,56-65,3,67
2021-06,NHS Lothian,56-65,4,37
2021-06,NHS Lothian,56-65,5,35
2021-06,NHS Lothian,66-75,1,63
2021-06,NHS Lothian,66-75,2,56
2021-06,NHS Lothian,66-75,3,53
2021-06,NHS Lothian,66-75,4,23
2021-06,NHS Lothian,66-75,5,18
2021-06,NHS Lothian,76+,1,25
2021-06,NHS Lothian,76+,2,16
2021-06,NHS Lothian,76+,3,30
2021-06,NHS Lothian,76+,4,12
2021-06,NHS Lothian,76+,5,4
2021-06,NHS Orkney,0-17,1,9
2021-06,NHS Orkney,0-17,2,4
2021-06,NHS Orkney,0-17,4,5
2021-06,NHS Orkney,0-17,5,2
2021-06,NHS Orkney,18-25,1,24
2021-06,NHS Orkney,18-25,2,18
2021-06,NHS Orkney,18-25,3,14
2021-06,NHS Orkney,18-25,4,12
2021-06,NHS Orkney,18-25,5,7
2021-06,NHS Orkney,26-35,1,13
2021-06,NHS Orkney,26-35,2,16
2021-06,NHS Orkney,26-35,3,13
2021-06,NHS Orkney,26-35,4,8
2021-06,NHS Orkney,26-35,5,10
2021-06,NHS Orkney,36-45,1,20
2021-06,NHS Orkney,36-45,2,6
2021-06,NHS Orkney,36-45,3,10
2021-06,NHS Orkney,36-45,4,3
2021-06,NHS Orkney,36-45,5,1
2021-06,NHS Orkney,46-55,1,14
2021-06,NHS Orkney,46-55,2,12
2021-06,NHS Orkney,46-55,3,6
2021-06,NHS Orkney,46-55,4,5
2021-06,NHS Orkney,46-55,5,3
2021-06,NHS Orkney,56-65,1,9
2021-06,NHS Orkney,56-65,2,10
2021-06,NHS Orkney,56-65,3,7
2021-06,NHS Orkney,56-65,4,3
2021-06,NHS Orkney,56-65,5,2
2021-06,NHS Orkney,66-75,1,9
2021-06,NHS Orkney,66-75,2,4
2021-06,NHS Orkney,66-75,3,5
2021-06,NHS Orkney,66-75,4,3
2021-06,NHS Orkney,76+,2,2
2021-06,NHS Orkney,76+,3,1
2021-06,NHS Orkney,76+,4,1
2021-06,NHS Shetland,0-17,1,7
2021-06,NHS Shetland,0-17,2,13
2021-06,NHS Shetland,0-17,3,4
2021-06,NHS Shetland,0-17,4,6
2021-06,NHS Shetland,0-17,5,2
2021-06,NHS Shetland,18-25,1,34
2021-06,NHS Shetland,18-25,2,9
2021-06,NHS Shetland,18-25,3,18
2021-06,NHS Shetland,18-25,4,14
2021-06,NHS Shetland,18-25,5,6
2021-06,NHS Shetland,26-35,1,15
2021-06,NHS Shetland,26-35,2,21
2021-06,NHS Shetland,26-35,3,16
2021-06,NHS Shetland,26-35,4,6
2021-06,NHS Shetland,26-35,5,5
2021-06,NHS Shetland,36-45,1,14
2021-06,NHS Shetland,36-45,2,9
2021-06,NHS Shetland,36-45,3,7
2021-06,NHS Shetland,36-45,4,6
2021-06,NHS Shetland,36-45,5,2
2021-06,NHS Shetland,46-55,1,19
2021-06,NHS Shetland,46-55,2,7
2021-06,NHS Shetland,46-55,3,13
2021-06,NHS Shetland,46-55,4,5
2021-06,NHS Shetland,46-55,5,4
2021-06,NHS Shetland,56-65,1,13
2021-06,NHS Shetland,56-65,2,8
2021-06,NHS Shetland,56-65,3,12
2021-06,NHS Shetland,56-65,4,2
2021-06,NHS Shetland,56-65,5,1
2021-06,NHS Shetland,66-75,1,4
2021-06,NHS Shetland,66-75,2,4
2021-06,NHS Shetland,66-75,3,6
2021-06,NHS Shetland,66-75,4,4
2021-06,NHS Shetland,66-75,5,1
2021-06,NHS Shetland,76+,1,1
2021-06,NHS Shetland,76+,2,4
2021-06,NHS Shetland,76+,3,1
2021-06,NHS Shetland,76+,5,1
2021-06,NHS Tayside,0-17,1,66
2021-06,NHS Tayside,0-17,2,67
2021-06,NHS Tayside,0-17,3,41
2021-06,NHS Tayside,0-17,4,24
2021-06,NHS Tayside,0-17,5,10
2021-06,NHS Tayside,18-25,1,200
2021-06,NHS Tayside,18-25,2,143
2021-06,NHS Tayside,18-25,3,141
2021-06,NHS Tayside,18-25,4,63
2021-06,NHS Tayside,18-25,5,43
2021-06,NHS Tayside,26-35,1,179
2021-06,NHS Tayside,26-35,2,116
2021-06,NHS Tayside,26-35,3,88
2021-06,NHS Tayside,26-35,4,57
2021-06,NHS Tayside,26-35,5,43
2021-06,NHS Tayside,36-45,1,138
2021-06,NHS Tayside,36-45,2,88
2021-06,NHS Tayside,36-45,3,75
2021-06,NHS Tayside,36-45,4,42
2021-06,NHS Tayside,36-45,5,24
2021-06,NHS Tayside,46-55,1,118
2021-06,NHS Tayside,46-55,2,101
2021-06,NHS Tayside,46-55,3,81
2021-06,NHS Tayside,46-55,4,36
2021-06,NHS Tayside,46-55,5,29
2021-06,NHS Tayside,56-65,1,71
2021-06,NHS Tayside,56-65,2,71
2021-06,NHS Tayside,56-65,3,43
2021-06,NHS Tayside,56-65,4,17
2021-06,NHS Tayside,56-65,5,16
2021-06,NHS Tayside,66-75,1,44
2021-06,NHS Tayside,66-75,2,29
2021-06,NHS Tayside,66-75,3,16
2021-06,NHS Tayside,66-75,4,11
2021-06,NHS Tayside,66-75,5,11
2021-06,NHS Tayside,76+,1,25
2021-06,NHS Tayside,76+,2,10
2021-06,NHS Tayside,76+,3,7
2021-06,NHS Tayside,76+,4,6
2021-06,NHS Tayside,76+,5,4
2021-06,NHS Western Isles,0-17,1,3
2021-06,NHS Western Isles,0-17,2,5
2021-06,NHS Western Isles,0-17,3,9
2021-06,NHS Western Isles,0-17,4,3
2021-06,NHS Western Isles,0-17,5,2
2021-06,NHS Western Isles,18-25,1,41
2021-06,NHS Western Isles,18-25,2,28
2021-06,NHS Western Isles,18-25,3,24
2021-06,NHS Western Isles,18-25,4,10
2021-06,NHS Western Isles,18-25,5,8
2021-06,NHS Western Isles,26-35,1,36
2021-06,NHS Western Isles,26-35,2,24
2021-06,NHS Western Isles,26-35,3,14
2021-06,NHS Western Isles,26-35,4,13
2021-06,NHS Western Isles,26-35,5,9
2021-06,NHS Western Isles,36-45,1,27
2021-06,NHS Western Isles,36-45,2,17
2021-06,NHS Western Isles,36-45,3,12
2021-06,NHS Western Isles,36-45,4,5
2021-06,NHS Western Isles,36-45,5,1
2021-06,NHS Western Isles,46-55,1,20
2021-06,NHS Western Isles,46-55,2,22
2021-06,NHS Western Isles,46-55,3,10
2021-06,NHS Western Isles,46-55,4,7
2021-06,NHS Western Isles,46-55,5,4
2021-06,NHS Western Isles,56-65,1,21
2021-06,NHS Western Isles,56-65,2,6
2021-06,NHS Western Isles,56-65,3,12
2021-06,NHS Western Isles,56-65,4,5
2021-06,NHS Western Isles,56-65,5,2
2021-06,NHS Western Isles,66-75,1,12
2021-06,NHS Western Isles,66-75,2,2
2021-06,NHS Western Isles,66-75,3,6
2021-06,NHS Western Isles,66-75,4,4
2021-06,NHS Western Isles,66-75,5,5
2021-06,NHS Western Isles,76+,1,3
2021-06,NHS Western Isles,76+,2,1
2021-06,NHS Western Isles,76+,3,3
2021-06,NHS Western Isles,76+,5,1
2021-07,NHS Ayrshire and Arran,0-17,1,69
2021-07,NHS Ayrshire and Arran,0-17,2,45
2021-07,NHS Ayrshire and Arran,0-17,3,40
2021-07,NHS Ayrshire and Arran,0-17,4,21
2021-07,NHS Ayrshire and Arran,0-17,5,18
2021-07,NHS Ayrshire and Arran,18-25,1,195
2021-07,NHS Ayrshire and Arran,18-25,2,172
2021-07,NHS Ayrshire and Arran,18-25,3,115
2021-07,NHS Ayrshire and Arran,18-25,4,85
2021-07,NHS Ayrshire and Arran,18-25,5,51
2021-07,NHS Ayrshire and Arran,26-35,1,189
2021-07,NHS Ayrshire and Arran,26-35,2,105
2021-07,NHS Ayrshire and Arran,26-35,3,101
2021-07,NHS Ayrshire and Arran,26-35,4,63
2021-07,NHS Ayrshire and Arran,26-35,5,41
2021-07,NHS Ayrshire and Arran,36-45,1,142
2021-07,NHS Ayrshire and Arran,36-45,2,107
2021-07,NHS Ayrshire and Arran,36-45,3,62
2021-07,NHS Ayrshire and Arran,36-45,4,57
2021-07,NHS Ayrshire and Arran,36-45,5,19
2021-07,NHS Ayrshire and Arran,46-55,1,138
2021-07,NHS Ayrshire and Arran,46-55,2,98
2021-07,NHS Ayrshire and Arran,46-55,3,67
2021-07,NHS Ayrshire and Arran,46-55,4,45
2021-07,NHS Ayrshire and Arran,46-55,5,34
2021-07,NHS Ayrshire and Arran,56-65,1,82
2021-07,NHS Ayrshire and Arran,56-65,2,58
2021-07,NHS Ayrshire and Arran,56-65,3,52
2021-07,NHS Ayrshire and Arran,56-65,4,31
2021-07,NHS Ayrshire and Arran,56-65,5,17
2021-07,NHS Ayrshire and Arran,66-75,1,42
2021-07,NHS Ayrshire and Arran,66-75,2,35
2021-07,NHS Ayrshire and Arran,66-75,3,28
2021-07,NHS Ayrshire and Arran,66-75,4,17
2021-07,NHS Ayrshire and Arran,66-75,5,12
2021-07,NHS Ayrshire and Arran,76+,1,22
2021-07,NHS Ayrshire and Arran,76+,2,12
2021-07,NHS Ayrshire and Arran,76+,3,12
2021-07,NHS Ayrshire and Arran,76+,4,6
2021-07,NHS Ayrshire and Arran,76+,5,4
2021-07,NHS Borders,0-17,1,27
2021-07,NHS Borders,0-17,2,28
2021-07,NHS Borders,0-17,3,16
2021-07,NHS Borders,0-17,4,8
2021-07,NHS Borders,0-17,5,7
2021-07,NHS Borders,18-25,1,82
2021-07,NHS Borders,18-25,2,49
2021-07,NHS Borders,18-25,3,47
2021-07,NHS Borders,18-25,4,19
2021-07,NHS Borders,18-25,5,20
2021-07,NHS Borders,26-35,1,76
2021-07,NHS Borders,26-35,2,44
2021-07,NHS Borders,26-35,3,47
2021-07,NHS Borders,26-35,4,24
2021-07,NHS Borders,26-35,5,16
2021-07,NHS Borders,36-45,1,58
2021-07,NHS Borders,36-45,2,38
2021-07,NHS Borders,36-45,3,32
2021-07,NHS Borders,36-45,4,20
2021-07,NHS Borders,36-45,5,8
2021-07,NHS Borders,46-55,1,49
2021-07,NHS Borders,46-55,2,34
2021-07,NHS Borders,46-55,3,34
2021-07,NHS Borders,46-55,4,16
2021-07,NHS Borders,46-55,5,19
2021-07,NHS Borders,56-65,1,28
2021-07,NHS Borders,56-65,2,23
2021-07,NHS Borders,56-65,3,21
2021-07,NHS Borders,56-65,4,9
2021-07,NHS Borders,56-65,5,10
2021-07,NHS Borders,66-75,1,17
2021-07,NHS Borders,66-75,2,11
2021-07,NHS Borders,66-75,3,10
2021-07,NHS Borders,66-75,4,10
2021-07,NHS Borders,66-75,5,3
2021-07,NHS Borders,76+,1,10
2021-07,NHS Borders,76+,2,6
2021-07,NHS Borders,76+,3,1
2021-07,NHS Borders,76+,4,3
2021-07,NHS Borders,76+,5,1
2021-07,NHS Dumfries and Galloway,0-17,1,42
2021-07,NHS Dumfries and Galloway,0-17,2,25
2021-07,NHS Dumfries and Galloway,0-17,3,18
2021-07,NHS Dumfries and Galloway,0-17,4,12
2021-07,NHS Dumfries and Galloway,0-17,5,10
2021-07,NHS Dumfries and Galloway,18-25,1,119
2021-07,NHS Dumfries and Galloway,18-25,2,105
2021-07,NHS Dumfries and Galloway,18-25,3,77
2021-07,NHS Dumfries and Galloway,18-25,4,41
2021-07,NHS Dumfries and Galloway,18-25,5,30
2021-07,NHS Dumfries and Galloway,26-35,1,99
2021-07,NHS Dumfries and Galloway,26-35,2,70
2021-07,NHS Dumfries and Galloway,26-35,3,64
2021-07,NHS Dumfries and Galloway,26-35,4,37
2021-07,NHS Dumfries and Galloway,26-35,5,31
2021-07,NHS Dumfries and Galloway,36-45,1,91
2021-07,NHS Dumfries and Galloway,36-45,2,60
2021-07,NHS Dumfries and Galloway,36-45,3,54
2021-07,NHS Dumfries and Galloway,36-45,4,24
2021-07,NHS Dumfries and Galloway,36-45,5,22
2021-07,NHS Dumfries and Galloway,46-55,1,76
2021-07,NHS Dumfries and Galloway,46-55,2,63
2021-07,NHS Dumfries and Galloway,46-55,3,45
2021-07,NHS Dumfries and Galloway,46-55,4,32
2021-07,NHS Dumfries and Galloway,46-55,5,20
2021-07,NHS Dumfries and Galloway,56-65,1,50
2021-07,NHS Dumfries and Galloway,56-65,2,35
2021-07,NHS Dumfries and Galloway,56-65,3,29
2021-07,NHS Dumfries and Galloway,56-65,4,25
2021-07,NHS Dumfries and Galloway,56-65,5,18
2021-07,NHS Dumfries and Galloway,66-75,1,33
2021-07,NHS Dumfries and Galloway,66-75,2,20
2021-07,NHS Dumfries and Galloway,66-75,3,11
2021-07,NHS Dumfries and Galloway,66-75,4,5
2021-07,NHS Dumfries and Galloway,66-75,5,4
2021-07,NHS Dumfries and Galloway,76+,1,14
2021-07,NHS Dumfries and Galloway,76+,2,8
2021-07,NHS Dumfries and Galloway,76+,3,4
2021-07,NHS Dumfries and Galloway,76+,4,3
2021-07,NHS Fife,0-17,1,75
2021-07,NHS Fife,0-17,2,52
2021-07,NHS Fife,0-17,3,39
2021-07,NHS Fife,0-17,4,19
2021-07,NHS Fife,0-17,5,9
2021-07,NHS Fife,18-25,1,218
2021-07,NHS Fife,18-25,2,151
2021-07,NHS Fife,18-25,3,127
2021-07,NHS Fife,18-25,4,73
2021-07,NHS Fife,18-25,5,61
2021-07,NHS Fife,26-35,1,160
2021-07,NHS Fife,26-35,2,141
2021-07,NHS Fife,26-35,3,75
2021-07,NHS Fife,26-35,4,54
2021-07,NHS Fife,26-35,5,42
2021-07,NHS Fife,36-45,1,124
2021-07,NHS Fife,36-45,2,87
2021-07,NHS Fife,36-45,3,76
2021-07,NHS Fife,36-45,4,53
2021-07,NHS Fife,36-45,5,31
2021-07,NHS Fife,46-55,1,127
2021-07,NHS Fife,46-55,2,97
2021-07,NHS Fife,46-55,3,84
2021-07,NHS Fife,46-55,4,44
2021-07,NHS Fife,46-55,5,24
2021-07,NHS Fife,56-65,1,89
2021-07,NHS Fife,56-65,2,58
2021-07,NHS Fife,56-65,3,53
2021-07,NHS Fife,56-65,4,22
2021-07,NHS Fife,56-65,5,26
2021-07,NHS Fife,66-75,1,44
2021-07,NHS Fife,66-75,2,36
2021-07,NHS Fife,66-75,3,20
2021-07,NHS Fife,66-75,4,15
2021-07,NHS Fife,66-75,5,10
2021-07,NHS Fife,76+,1,16
